,Experiment_ID,Genome,antibody,antibody used,antibody name,antibody target,chromatin ip antibody,cell antibody,chip antibody target,chip antibody,chip_antibody,ip antibody
12699,srx1474453,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12700,srx1474454,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12701,srx1474455,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12702,srx1474456,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12703,srx1474457,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12704,srx1474458,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12705,srx1474459,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12706,srx1474460,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12707,srx1474461,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12708,srx1474462,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12709,srx1474463,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12710,srx1474464,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12711,srx1474465,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12712,srx1474466,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12713,srx1474467,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12714,srx1474468,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12715,srx1474469,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12716,srx1474470,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12717,srx1474471,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12718,srx1474472,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12719,srx1474473,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12720,srx1474474,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12721,srx1474475,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12722,srx1474476,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12723,srx1474477,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12724,srx1474478,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12725,srx1474479,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12726,srx1474480,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12727,srx1474481,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12728,srx1474482,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12729,srx1474483,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12730,srx1474484,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12731,srx1474485,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12732,srx1474486,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12733,srx1474487,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12734,srx1474488,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12735,srx1474489,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12736,srx1474490,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12737,srx1474491,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12738,srx1474492,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12739,srx1474493,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12740,srx1474494,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12741,srx1474495,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12742,srx1474496,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12743,srx1474497,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12744,srx1474498,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12745,srx1474499,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12746,srx1474500,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12747,srx1474501,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12748,srx1474502,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12749,srx1474503,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12750,srx1474504,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12751,srx1474505,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12752,srx1474506,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12753,srx1474507,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12754,srx1474508,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12755,srx1474509,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12756,srx1474510,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12757,srx1474511,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12758,srx1474512,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12759,srx1474513,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12760,srx1474514,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12761,srx1474515,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12762,srx1474516,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12763,srx1474517,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12764,srx1474518,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12765,srx1474519,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12766,srx1474520,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12767,srx1474521,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12768,srx1474522,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12769,srx1474523,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12770,srx1474524,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12771,srx1474525,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12772,srx1474526,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12773,srx1474527,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12774,srx1474528,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12775,srx1474529,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
12776,srx1474530,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12777,srx1474531,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12778,srx1474532,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12779,srx1474533,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12780,srx1474534,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12781,srx1474535,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12782,srx1474536,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12783,srx1474537,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12784,srx1474538,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12785,srx1474539,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12786,srx1474540,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12787,srx1474541,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12788,srx1474542,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12789,srx1474543,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12790,srx1474544,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12791,srx1474545,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12792,srx1474546,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12793,srx1474547,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12794,srx1474548,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12795,srx1474549,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12796,srx1474550,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12797,srx1474551,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12798,srx1474552,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12799,srx1474553,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
12800,srx1474554,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
12801,srx1474555,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
12802,srx147562,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
12803,srx147563,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
12804,srx147564,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
12943,srx148008,hg19,setdb1,nan,nan,nan,nan,nan,nan,setdb1,nan,nan
12944,srx148009,hg19,setdb1,nan,nan,nan,nan,nan,nan,setdb1,nan,nan
12945,srx148010,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,h3k9me3,nan,nan
12946,srx148011,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,h3k9me3,nan,nan
12947,srx148012,hg19,mcaf1,nan,nan,nan,nan,nan,nan,mcaf1,nan,nan
12950,srx1483439,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
12951,srx1483440,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
12982,srx148892,hg19,vdr,nan,nan,nan,nan,nan,nan,vdr,nan,nan
12984,srx148894,hg19,vdr,nan,nan,nan,nan,nan,nan,vdr,nan,nan
12985,srx148895,hg19,smad3,nan,nan,nan,nan,nan,nan,smad3,nan,nan
12986,srx148896,hg19,smad3,nan,nan,nan,nan,nan,nan,smad3,nan,nan
12987,srx148897,hg19,vdr,nan,nan,nan,nan,nan,nan,vdr,nan,nan
12988,srx148898,hg19,vdr,nan,nan,nan,nan,nan,nan,vdr,nan,nan
12989,srx148899,hg19,h3,nan,nan,nan,nan,nan,nan,h3,nan,nan
12990,srx148900,hg19,h3,nan,nan,nan,nan,nan,nan,h3,nan,nan
12991,srx1489433,hg19,mbd3,nan,nan,nan,nan,nan,nan,mbd3,nan,nan
12992,srx1489434,hg19,mbd3,nan,nan,nan,nan,nan,nan,mbd3,nan,nan
12993,srx148962,hg19,cdk9,nan,nan,nan,nan,nan,nan,cdk9,nan,nan
12994,srx148963,hg19,cdk9,nan,nan,nan,nan,nan,nan,cdk9,nan,nan
12995,srx148964,hg19,cdk9,nan,nan,nan,nan,nan,nan,cdk9,nan,nan
13018,srx1491493,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13019,srx1491494,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13020,srx1491495,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13021,srx1491496,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13022,srx1491497,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13023,srx1491498,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13024,srx1491499,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13025,srx1491500,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13026,srx1491501,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13027,srx1491502,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13028,srx1491503,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13029,srx1491504,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13030,srx1491505,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13031,srx1491506,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13032,srx1491507,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13033,srx1491508,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13034,srx1491509,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13035,srx1491510,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13036,srx1491511,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13037,srx1491512,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13038,srx1491513,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13039,srx1491514,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13040,srx1491515,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13041,srx1491516,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13042,srx1491517,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13043,srx1491518,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13044,srx1491519,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13045,srx1491520,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13046,srx1491521,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13047,srx1491522,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13048,srx1491523,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13049,srx1491524,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13050,srx1491525,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13051,srx1491526,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13052,srx1491527,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13053,srx1491528,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13054,srx1491529,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13055,srx1491530,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13056,srx1491531,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13057,srx1491532,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13058,srx1491533,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13059,srx1491534,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13060,srx1491535,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13061,srx1491536,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13062,srx1491537,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13063,srx1491538,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13064,srx1491539,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13065,srx1491540,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13066,srx1491541,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13067,srx1491542,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13068,srx1491543,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13069,srx1491544,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13070,srx1491545,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13071,srx1491546,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13072,srx1491547,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13073,srx1491548,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13074,srx1491549,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13075,srx1491550,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13076,srx1491551,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13077,srx1491552,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13078,srx1491553,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13079,srx1491554,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13080,srx1491555,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13081,srx1491556,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13082,srx1491557,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13083,srx1491558,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13084,srx1491559,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13085,srx1491560,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13086,srx1491561,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13087,srx1491562,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13088,srx1491563,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13089,srx1491564,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13090,srx1491565,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13091,srx1491566,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13092,srx1491567,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13093,srx1491568,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13094,srx1491569,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13095,srx1491570,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13096,srx1491571,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13097,srx1491572,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13098,srx1491573,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13099,srx1491574,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13100,srx1491575,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13101,srx1491576,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13102,srx1491577,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13103,srx1491578,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13104,srx1491579,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13105,srx1491580,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13106,srx1491581,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13107,srx1491582,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13108,srx1491583,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13109,srx1491584,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13110,srx1491585,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13111,srx1491586,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13112,srx1491587,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13113,srx1491588,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13114,srx1491589,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13115,srx1491590,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13116,srx1491591,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13117,srx1491592,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13118,srx1491593,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13119,srx1491594,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13120,srx1491595,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13121,srx1491596,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13122,srx1491597,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13123,srx1491598,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
13124,srx1491599,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13125,srx1491600,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13126,srx1491601,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13127,srx1491602,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13128,srx1491603,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13129,srx1491604,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13130,srx1491605,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13131,srx1491606,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13132,srx1491607,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13133,srx1491608,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13134,srx1491609,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13135,srx1491610,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13136,srx1491611,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13137,srx1491612,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13138,srx1491613,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13139,srx1491614,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13140,srx1491615,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13141,srx1491616,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13142,srx1491617,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13143,srx1491618,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13144,srx1491619,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13145,srx1491620,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13146,srx1491621,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13147,srx1491622,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
13148,srx1491623,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
13149,srx1491624,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
13154,srx1492212,hg19,runx1,nan,nan,nan,nan,nan,nan,runx1,nan,nan
13155,srx1492213,hg19,gata3,nan,nan,nan,nan,nan,nan,gata3,nan,nan
13161,srx149659,hg19,cdk8,nan,nan,nan,nan,nan,nan,cdk8,nan,nan
13162,srx149660,hg19,cdk8,nan,nan,nan,nan,nan,nan,cdk8,nan,nan
13163,srx149661,hg19,cdk8,nan,nan,nan,nan,nan,nan,cdk8,nan,nan
13206,srx1497516,hg19,trim28,nan,nan,nan,nan,nan,nan,nan,nan,nan
13210,srx150104,hg19,polr2b,nan,nan,nan,nan,nan,nan,polr2b,nan,nan
13217,srx150111,hg19,mix of monoclonal antibodies yl8 and yl15,nan,nan,nan,nan,nan,nan,mix of monoclonal antibodies yl8 and yl15,nan,nan
13239,srx150353,hg19,nfkb,nan,nan,nan,nan,nan,nan,nan,nan,nan
13240,srx150354,hg19,cebpz,nan,nan,nan,nan,nan,nan,nan,nan,nan
13242,srx150356,hg19,stat3,nan,nan,nan,nan,nan,nan,nan,nan,nan
13243,srx150357,hg19,tbp,nan,nan,nan,nan,nan,nan,nan,nan,nan
13245,srx150359,hg19,nfkb,nan,nan,nan,nan,nan,nan,nan,nan,nan
13246,srx150360,hg19,tbp,nan,nan,nan,nan,nan,nan,nan,nan,nan
13247,srx150361,hg19,nfkb,nan,nan,nan,nan,nan,nan,nan,nan,nan
13248,srx150362,hg19,nfkb,nan,nan,nan,nan,nan,nan,nan,nan,nan
13250,srx150364,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
13251,srx150365,hg19,nfkb,nan,nan,nan,nan,nan,nan,nan,nan,nan
13252,srx150366,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
13253,srx150367,hg19,pol2,nan,nan,nan,nan,nan,nan,nan,nan,nan
